Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Ameen AlDakhil,Not for Sale,2,129,Serbian SuperLeague,,,,6.56,0.05,256,4%,"3,510.00",0.08,,0.11,0.03,0.11,0.15,18%,4.38,0.56,5%,1.03,0.05,5%,2,12.0km,1.1,50.56,46,12.59,9.13,4.82,0.28,0.72,0.13,0.67,1.33,2.18,16.9,0.67,1.95,0.77,67%,2,73%,91%,7.21,0.18,0.23,0.67,0.05
Wnt,  ,Saša Ilić,£80K  £240K,1.38,97,Serbian SuperLeague,,,,6.9,0.54,165,5%,"2,151.00",0.05,,0.09,0.04,0.09,0.11,37%,4.56,0.92,14%,3.68,0.54,15%,13,13.2km,0.71,45.69,38.28,15.86,16.53,5.48,0.17,0.79,0.29,0.29,1.42,1.76,6.82,1.3,2.22,0.21,66%,2.34,86%,84%,6.03,0.25,0.04,1.3,
,  ,Kosmas Misyrlis,£10.5M  £32M,1.62,129,Jupiler Pro League,,,,6.06,0.4,244,,,0.06,,0,,0,0.05,0%,4.42,0.65,13%,2.93,0.4,14%,16,12.4km,0.89,46.61,40.31,16.03,17.18,5.86,0.05,0.07,0,0.65,1.24,2.53,12.61,0.82,2.63,0.4,73%,3.38,86%,86%,8.51,0.2,0.07,0.82,0.05
Wnt,  ,David Isailovic,£0,1.38,92,Serbian SuperLeague,,,,8,0.75,85,11%,956,0.05,,0.06,0.09,0.06,0.07,11%,5.84,0.38,26%,2.82,0.75,27%,8,12.4km,0.94,45.75,38.41,11.2,19.21,4.8,0.28,0.85,0.09,0.94,1.88,1.51,11.11,1.13,1.6,0.47,73%,1.13,67%,84%,7.34,0.38,,1.13,
Int,  ,Gökdeniz Doğan,£13M  £39M,1.94,147,Jupiler Pro League,,,,5.79,0.09,194,6%,"3,017.00",0.07,,0.07,0.03,0.07,0.14,11%,3.76,0.51,6%,1.4,0.09,6%,3,12.9km,1.22,47.64,43.14,14.77,9.81,6.71,0.09,0.54,0.06,0.66,0.95,2.51,14.44,0.89,2.36,0.6,65%,2.65,79%,91%,8.05,0.18,0.09,0.89,0.12
Wnt,  ,David Raum,£70K  £210K,2.24,113,Serbian SuperLeague,,,,4.64,0.29,113,,,0.08,,0,,0,0.06,0%,2.79,0.37,12%,8.21,1.27,16%,7,12.5km,1.31,47.3,41.39,16.01,14.12,5.58,0,0.04,0,0.57,1.31,2.3,12.69,1.23,3.12,0.45,60%,3.98,86%,88%,9.16,0.16,0.33,2.01,0.12
,  ,Christian Cugnata,£350K  £1M,0.77,109,Jupiler Pro League,,,,5.91,0.38,139,,,0.07,,0,,0,0.03,0%,4.59,0.68,16%,2.68,0.38,14%,9,12.7km,1.02,46.47,42.22,13.56,14.11,5.19,0.09,0.13,0,0.64,1.36,2.08,10.2,0.94,2.13,0.64,78%,2,81%,91%,8.67,0.13,0.26,0.94,0.04
Inj,  ,Nyron Gaari,£3.5M  £10.5M,2.14,135,Austrian Premier Division,,,,5.23,0,178,,,0.02,,0.02,,0.02,0.1,17%,3.29,0.41,,0.09,0,0%,0,11.2km,0.03,60.52,53.29,4.88,3.64,4.29,0.09,0.18,0.03,0.41,0.88,1.94,15.81,0.26,0.97,0.53,63%,1.29,83%,88%,2.82,0.35,0.03,0.26,0.03
Opt,  ,Lukas Sulzbacher,£16K  £50K,1.12,101,Austrian Premier Division,,,,4.23,0.21,99,,,0.28,,0.05,,0.05,0.09,21%,1.62,0.13,8%,7.65,0.68,9%,5,12.9km,1.5,38.48,33.52,15.31,14.41,4.87,0.17,0.6,0.13,0.38,0.98,2.05,9.53,1.24,3.63,0.43,38%,3.12,86%,87%,10.13,0.17,0.26,1.37,0.21
,  ,Thorbjørn Kristiansen,£2.1M  £6.4M,1.13,114,Jupiler Pro League,,,,7.36,0.14,217,13%,"2,652.00",0.03,,0.02,0.03,0.02,0.09,13%,5.63,0.92,36%,0.37,0.14,36%,4,11.3km,0.34,55.45,49.75,6.38,6.24,4.28,0.03,0.27,0.03,0.88,1.15,1.73,13.57,0.31,1.56,0.78,76%,1.36,67%,90%,4.55,0.31,0.1,0.31,
,  ,Jamie Green,£12.5M  £37M,1,125,Jupiler Pro League,,,,5.1,1.08,80,,,0.09,,0.01,,0.01,0.16,0%,2.74,0.51,14%,7.27,1.08,15%,17,13.4km,1.85,35.18,28.62,16.44,20.21,3.44,0,0.06,0,0.25,1.15,2.68,9.69,1.21,2.74,0.64,54%,2.55,91%,81%,11.15,0.13,0.19,1.21,0.13
,  ,Pavle Radojković,£300K  £900K,1.18,106,Serbian SuperLeague,,,,5.35,0.4,160,,,0.1,,0.02,,0.02,0.08,17%,3.38,0.5,17%,2.24,0.4,18%,12,12.3km,1.2,45.99,40.43,14.31,13.48,5.42,0.1,0.2,0.03,0.8,1.1,2.21,12.44,0.8,2.54,0.6,63%,2.64,80%,88%,8.63,0.17,0.3,0.8,0.07
,  ,João Conceição,£55K  £170K,1.09,99,Serbian SuperLeague,,,,5.71,0.85,155,,,0.11,,0.06,,0.06,0.12,0%,4.05,0.41,15%,6.45,1,15%,23,12.5km,1.99,41.28,35.34,11.28,15.48,4.83,0.22,0.55,0,0.63,1.77,2.51,11.72,1.47,2.32,0.44,71%,2.1,85%,86%,9.25,0.04,0.18,1.47,0.22
,  ,Bratislav Marić,£500K  £1.5M,1.11,106,Serbian SuperLeague,,,,5.35,0.35,182,,,0.07,,0.01,,0.01,0.08,50%,3.26,0.38,13%,3.35,0.44,13%,12,11.9km,1.21,47.57,41.4,13.35,16.29,6.17,0.06,0.12,0.06,0.76,1.38,2.32,11.91,0.68,2.44,0.62,61%,2.35,82%,87%,8.82,0.06,0.18,0.68,0.06
,  ,Péter Nagy,£400K  £1.2M,1.58,118,Serbian SuperLeague,,,,5.17,0.51,161,,,0.06,,0,,0,0.04,25%,3.34,0.42,20%,2.51,0.51,21%,16,12.6km,1.03,47.64,41.79,15.24,12.66,6.11,0.1,0.13,0.03,0.9,1.16,2.7,13.47,0.9,2.6,0.48,65%,2.99,81%,88%,8.81,0.19,0.16,0.9,0.03
Wnt,  ,Christian Grünewald,£2M  £5.8M,1.41,125,Austrian Premier Division,,,,3.7,0.37,119,,,0.08,,0.06,,0.06,0.11,26%,1.65,0.16,18%,6.5,0.93,14%,12,12.5km,1.15,46.24,40.61,15.78,8.9,5.2,0.16,0.59,0.16,0.62,1.34,1.96,18.17,0.9,2.46,0.44,45%,3.24,87%,88%,9.12,0.28,0.16,0.9,0.09
Wnt,  ,ĐuroGiulio Đekić,£250K  £750K,1.37,101,Serbian SuperLeague,,,,4.09,0.18,111,,,0.06,,0.06,,0.06,0.09,5%,2.58,0.15,7%,2.32,0.18,8%,5,12.4km,1.33,45.68,39.42,13.4,10.53,5.37,0.18,0.7,0.04,0.88,1.55,2.72,13.55,0.99,2.32,0.37,63%,2.1,73%,86%,8.54,0.22,0.18,0.99,0.11
Loa,  ,Rade Jovičić,£2.5K  £7K,1.05,59,Serbian SuperLeague,,,,9.34,0.13,72,,,0,,0.02,,0.02,0.06,0%,6.74,1.04,50%,0.26,0.13,50%,1,10.8km,,54.08,46.04,5.58,6.48,4.67,0.13,0.26,0,0.13,1.56,1.3,5.19,0.26,1.82,0.52,72%,1.82,82%,85%,3.5,0.39,,0.26,
,  ,Matteo Cocchi,£250K  £750K,1.36,113,Serbian SuperLeague,,,,4.82,0.47,142,,,0.07,,0,,0,0.1,0%,2.61,0.51,18%,2.51,0.47,19%,14,12.3km,1.05,47,41.2,14.01,16.75,5.7,0,0.03,0,0.51,1.09,2.41,11.22,0.95,2.61,0.2,54%,2.54,83%,88%,8.82,0.14,0.2,0.95,0.1
Wnt,  ,Fillip Jenssen Riise,£30K  £85K,0.45,97,Serbian SuperLeague,,,,3.84,0.91,42,,,0.09,,0,,0,0,,1.19,0.27,12%,7.4,0.91,12%,10,13.2km,1.46,34.63,28.96,14.53,18.64,4.39,0,,,0.18,1.55,0.91,8.59,1.83,3.29,0.46,31%,3.2,95%,84%,8.77,0.18,0.09,1.83,0.27
,  ,Jayden Candelaria,£5M  £15.5M,1.57,127,Jupiler Pro League,,,,5.36,0.54,200,,,0.1,,0.06,,0.06,0.17,0%,3.75,0.67,24%,2.22,0.54,24%,20,12.1km,0.62,48.78,42.21,12.94,10.26,5.79,0.05,0.35,0,0.88,1.31,2.52,13.31,0.8,1.66,0.38,70%,2.3,86%,87%,8.36,0.08,0.21,0.8,0.11
,  ,Ian Maatsen,Not for Sale,1.65,136,Jupiler Pro League,,,,3.35,0.15,179,,,0.14,,0.04,,0.04,0.11,19%,1.44,0.15,12%,2.43,0.26,11%,8,12.6km,1.68,54.41,49,14.63,11.69,7.67,0.15,0.39,0.07,0.65,0.95,2.92,11.64,0.82,2.64,0.24,43%,3.31,84%,90%,9.07,0.13,0.24,0.82,0.19
,  ,Aaron Bender,£1.4M  £4.3M,0.9,114,Austrian Premier Division,,,,6.13,0.28,177,4%,"2,600.00",0.06,,0.07,0.03,0.07,0.07,15%,4.05,0.42,12%,2.22,0.28,13%,8,12.1km,0.93,45.38,40.36,15.65,17.31,5.12,0.35,0.93,0.14,0.42,1.32,2.11,10.49,0.8,2.6,1.11,66%,2.84,87%,89%,8.55,0.14,0.14,0.8,0.07
Inj,  ,Mark Strajnar,£250K  £750K,1.32,105,Serbian SuperLeague,,,,4.16,0.51,130,,,0.09,,0,,0,0.01,0%,2.4,0.35,11%,5.89,0.74,13%,16,13.0km,1.86,41.05,34.14,14.27,15.17,4.1,0,0.03,0,0.8,1.09,2.85,12.93,1.28,3.62,0.67,58%,3.68,77%,83%,11.87,0.13,0.16,1.28,0.06
Wnt,  ,Bojan Majkić,£120K  £350K,1.23,91,Serbian SuperLeague,,,,5.32,0.11,143,33%,"1,209.00",0.1,,0.02,0.07,0.02,0.09,33%,2.98,0.63,10%,1.04,0.11,11%,3,12.4km,0.78,48.95,43.21,10.53,11.24,4.39,0.07,0.22,0.07,0.3,0.82,1.27,8.08,0.89,2.08,0.37,56%,1.6,69%,88%,8.97,0.04,0.04,0.89,0.04
,  ,Žarko Cvetković,£300K  £900K,1.57,105,Serbian SuperLeague,,,,3.89,0.17,136,12%,"1,575.00",0.03,,0.07,0.06,0.07,0.14,24%,1.97,0.2,8%,2.09,0.17,8%,6,12.7km,0.74,46.4,40.17,16.09,16.71,5.6,0.09,0.49,0.11,0.6,1.26,2,10.46,1.03,2.11,0.6,51%,2.37,83%,87%,8.31,0.11,0.03,1.03,0.09
,  ,Nikola Vukićević,£7K  £22K,1,41,Serbian SuperLeague,,,,7.85,0,82,,,0,,0.05,,0.05,0.26,0%,6.03,0.38,,0,0,,0,10.3km,0.19,52.28,43.76,5.46,6.89,4.31,0.1,0.19,0,0.77,1.82,1.63,2.87,0.57,0.67,1.24,77%,0.67,100%,84%,2.39,0.29,,0.57,
,  ,Guille Bueno,£2.5M  £7.6M,1.26,114,Jupiler Pro League,,,,4.72,0.44,149,,,0.07,,0.01,,0.01,0.13,0%,2.25,0.44,19%,2.31,0.44,19%,14,12.2km,0.57,46.69,41.22,13.8,14.72,5.7,0.03,0.06,0,0.6,1.36,2.03,13.26,1.11,2.72,0.6,48%,3.01,81%,88%,8.2,0.16,0.03,1.11,
,  ,Nico Forobosko,£900K  £2.8M,0.78,109,Austrian Premier Division,,,,3.89,0.43,73,,,0.08,,0.04,,0.04,0.25,33%,1.86,0.16,18%,2.29,0.43,19%,8,12.2km,0.96,47.16,41.35,13.63,15.7,6.07,0.11,0.16,0.05,1.33,1.76,2.4,9.21,1.12,2.98,0.05,48%,3.09,82%,88%,8.62,0.27,0.32,1.12,0.11
,  ,Jonas Wagner,£325K  £950K,1.26,101,Austrian Premier Division,,,,4.38,0.35,151,,,0.03,,0.02,,0.02,0.14,25%,2.26,0.14,12%,2.72,0.35,13%,12,12.5km,0.96,47.93,41.52,14.02,14.4,6,0.06,0.12,0.03,1.01,1.39,2.12,11.82,0.9,2.67,0.87,52%,3.39,87%,87%,8.81,0.2,0.14,0.9,0.03
,  ,Predrag Petković,£80K  £240K,1.35,101,Serbian SuperLeague,,,,6.57,0.12,54,,,0.1,,0.07,,0.07,0.18,0%,4.01,0.36,7%,1.7,0.12,7%,1,12.6km,0.85,46.09,41.47,14.23,16.42,4.86,0,0.36,0,1.09,0.97,2.31,12.41,0.73,1.22,0.24,61%,1.82,83%,90%,6.81,0,0.12,0.73,0.12
,  ,Bryan Hein,£1.8M  £5.4M,1.41,113,Jupiler Pro League,,,,5.27,0.62,205,,,0.08,,0.04,,0.04,0.12,8%,3.08,0.49,24%,2.54,0.62,24%,24,12.7km,1.31,44.16,38.23,15.45,12.98,4.73,0.1,0.31,0.03,0.82,1.26,2.26,11.98,1.29,2.37,0.72,59%,3.24,82%,87%,9.59,0.13,0.13,1.29,0.1
,  ,Fred Lusamba,£110K  £325K,0.95,99,Jupiler Pro League,,,,6.62,0.73,127,,,0.03,,0,,0,0,,2.97,0.63,20%,3.65,0.73,20%,14,12.8km,1.1,43.02,36.24,14.34,21.8,5.21,0,,,1.1,1.46,1.98,8.76,1.15,2.24,0.47,45%,1.67,65%,84%,8.76,0.1,0.16,1.15,0.05
,  ,John Stückler,£90K  £275K,0.91,105,Jupiler Pro League,,,,4.35,0.32,82,,,0.08,,0,,0,0.03,0%,1.7,0.11,7%,4.03,0.32,8%,6,12.5km,1.17,43.89,37.68,16.24,20.01,4.4,0.11,0.11,0,0.9,1.43,2.92,7.59,0.8,2.28,0.11,39%,2.12,80%,86%,11.78,0.21,0.05,0.8,
Req,  ,Valy Konaté,£70K  £200K,0.84,102,Serbian SuperLeague,,,,4.74,0.75,107,,,0.03,,0.02,,0.02,0.09,0%,2.66,0.27,23%,3.23,0.75,23%,17,12.2km,1.42,46,39.97,13.47,15.33,6.2,0.04,0.22,0,1.02,1.68,2.44,11.61,0.71,1.82,0.66,56%,2.3,90%,87%,8.11,0.09,0.04,0.71,
Int,  ,Amadou Danté,£2.4M  £7M,1.66,138,Austrian Premier Division,,,,3.95,0.28,111,,,0.14,,0.04,,0.04,0.14,0%,1.53,0.28,21%,1.32,0.28,22%,8,12.1km,1.92,48.26,41.46,13.63,8.83,6.48,0.04,0.28,0,0.53,0.82,2.74,17.15,0.6,2.78,1.03,39%,2.63,79%,86%,9.18,0.14,0.14,0.6,0.11
,  ,Ziad El Sheiwi,£700K  £2.1M,1.61,111,Austrian Premier Division,,,,4.93,0.31,80,,,0.08,,0.03,,0.03,0.43,0%,2.84,0.68,9%,3.39,0.31,9%,5,12.1km,1.29,46.05,39.88,12.76,10.97,5.86,0,0.06,0,0.74,1.23,1.85,14.05,0.92,2.65,0.43,58%,2.47,74%,87%,9.62,0.18,0.12,0.92,0.06
Inj,  ,Corentin Goossens,£275K  £800K,1.29,104,Jupiler Pro League,,,,3.73,0.36,104,,,0.05,,0,,0,0.01,100%,2.26,0.25,13%,2.69,0.36,13%,10,13.0km,1,48.21,40.32,15.89,17.4,6.31,0.04,0.04,0.04,0.9,1.51,2.69,10.65,0.97,3.08,0.54,61%,3.34,87%,84%,8.64,0.22,0.04,0.97,0.14
,  ,Juan David Cabal,Not for Sale,1.87,139,Jupiler Pro League,,,,6.87,0.02,308,15%,"2,018.00",0.08,,0.03,0.04,0.03,0.1,31%,4.19,0.89,33%,0.07,0.02,33%,1,11.5km,0.16,66.72,61.23,5.4,2.21,4.62,0.13,0.29,0.09,0.62,0.49,1.85,16.84,0.13,1.09,0.54,61%,1.27,75%,92%,3.17,0.18,0.07,0.13,
,  ,Aske Adelgaard,£1.8M  £5.6M,0.91,113,Jupiler Pro League,,,,4.39,0.51,129,,,0.11,,0,,0,0.04,0%,2.01,0.27,18%,4.19,0.68,16%,15,12.4km,0.78,47.84,40.46,14.53,12.86,5.78,0,0.03,0,0.95,1.43,1.84,11.09,1.29,2.65,0.48,46%,2.89,85%,85%,8.95,0.17,0.2,1.29,0.1
,  ,Jesús Vázquez,£1.5M  £4.4M,2.06,128,Serbian SuperLeague,,,,4.54,0.64,128,,,0.11,,0.01,,0.01,0.1,0%,3.26,0.35,25%,4.71,1.17,25%,18,12.9km,1.28,44.86,38.41,14.6,12.47,5.78,0.04,0.11,0,0.99,1.1,2.73,13.85,0.74,2.34,0.35,72%,2.59,85%,86%,9.46,0.21,0.21,0.74,0.14
Int,  ,Diego Poloni,£6.2M  £18.5M,1.55,132,Jupiler Pro League,,,,5.41,0.03,182,,,0.04,,0.05,,0.05,0.21,0%,3.6,0.56,4%,0.71,0.03,4%,1,12.2km,0.65,52.35,46.98,12.48,9.45,5.56,0.09,0.24,0,0.68,0.95,2.08,14.11,0.56,2.35,0.36,66%,2.56,83%,90%,6.15,0.18,0.06,0.56,
Lst,  ,Duje Milišić,£10K,0.87,95,Austrian Premier Division,,,,5.58,0.39,57,,,0.04,,0.02,,0.02,0.05,0%,3.52,0.49,10%,3.82,0.39,10%,4,12.5km,1.37,43.43,35.8,13.6,13.4,4.79,0.29,0.39,0,0.88,2.25,1.37,10.76,1.47,2.64,0.39,63%,2.54,84%,82%,6.75,0.2,0.1,1.47,
,  ,André Rutten,£240K  £750K,1.58,104,Jupiler Pro League,,,,5.63,0.31,55,33%,879,0.08,,0.03,0.1,0.03,0.1,33%,2.97,0.61,14%,2.15,0.31,14%,3,12.1km,0.92,44.64,39.32,13.72,16.28,4.71,0.1,0.31,0.1,0.51,1.74,1.64,12.49,1.43,2.25,0.61,53%,2.15,78%,88%,6.96,0.1,0.1,1.43,
,  ,Sebastian Ahlwarth,£200K  £600K,1.2,95,Jupiler Pro League,,,,8.34,0.12,69,,,0.01,,0.04,,0.04,0.06,17%,4.95,0.6,4%,2.54,0.12,5%,1,12.3km,1.33,45.66,37.33,14.01,21.14,5.07,0.24,0.72,0.12,0.85,2.05,2.3,8.46,1.33,2.42,0.72,59%,2.54,88%,82%,7.25,0.36,,1.33,0.12
Wnt,  ,Sebastián Boselli,£6M  £18.5M,2.02,140,Austrian Premier Division,,,,6.22,0.11,235,,,0.11,,0.04,,0.04,0.09,20%,4.13,0.5,11%,1.67,0.11,6%,4,12.4km,1.06,53.79,49,11.04,9.48,6.57,0.21,0.4,0.08,0.53,0.85,2.36,15.84,0.74,2.17,0.21,66%,2.38,78%,91%,7.12,0.16,0.13,0.74,0.16
,  ,Predrag Jević,£375K  £1.1M,1.48,113,Serbian SuperLeague,,,,3.94,0.34,129,,,0.11,,0.02,,0.02,0.06,10%,2.14,0.21,15%,2.2,0.34,15%,11,12.9km,1.19,47.62,40.97,14.4,16.02,5.95,0.15,0.31,0.03,0.55,1.25,2.01,13.36,0.98,2.84,0.76,54%,3.11,86%,86%,8.27,0.09,0.27,0.98,0.06
,  ,Péter Somodi,£425K  £1.3M,1.45,104,Jupiler Pro League,,,,5.78,0.11,52,,,0.03,,0.02,,0.02,0.21,0%,2,0.56,6%,1.78,0.11,6%,1,11.6km,0.33,53.4,44.83,11.01,12.01,5.9,0,0.11,0,0.89,1.33,1.89,15.46,1.11,2,0.67,35%,2.67,92%,84%,5.9,0.11,,1.11,
Inj,  ,Jackson Tchatchoua,Not for Sale,1.06,117,Jupiler Pro League,,,,3.75,0.33,115,5%,"2,757.00",0.16,,0.05,0.03,0.05,0.08,21%,1.96,0.16,11%,2.81,0.33,12%,10,12.9km,1.83,44.07,37.54,14.36,14.92,4.9,0.26,0.62,0.13,0.69,1.31,2.55,12.08,1.11,2.06,0.39,52%,2.29,88%,85%,8.85,0.2,0.23,1.11,0.13
Inj,  ,Ognjen Lakićević,£40K  £130K,1.35,98,Serbian SuperLeague,,,,9.04,0,306,14%,"3,047.00",0.06,,0.01,0.03,0.01,0.06,29%,6.5,0.92,,0.38,0,0%,0,11.1km,0.03,52.84,45.37,4.31,4.25,3.49,0.09,0.21,0.06,0.41,1.62,1.27,14.24,0.24,1.27,0.65,72%,1.09,82%,86%,3.16,0.18,0.27,0.24,0.03
Inj,  ,Felix Eriksson,£1.8M  £5.2M,1.03,110,Jupiler Pro League,,,,3.57,0.27,92,13%,"1,161.00",0.09,,0.07,0.08,0.07,0.12,38%,2.13,0.16,11%,2.4,0.27,11%,7,12.7km,1.32,45.78,40.66,13.49,15.62,4.53,0.23,0.62,0.23,0.47,1.05,2.13,10,0.78,2.05,1.24,60%,2.13,71%,89%,8.68,0.19,,0.78,
,  ,Abdurrahman Üresin,£3.6M  £11M,1.76,122,Turkish Super League,,,,4.16,0.25,166,4%,"1,795.50",0.21,,0.14,0.05,0.14,0.13,13%,2.48,0.2,12%,2.08,0.25,12%,10,12.5km,1.75,43.78,37.77,18.02,14.86,4.21,0.35,1.13,0.15,0.73,1.33,1.93,10.45,0.85,2.81,0.43,60%,3.03,88%,86%,8.17,0.2,0.18,0.85,0.05
,  ,Diego Rossi,£1.8M  £5.4M,1.5,121,3F Superliga,,,,4.18,0.22,149,,,0.03,,0.06,,0.06,0.08,8%,2.1,0.17,12%,1.82,0.22,12%,8,12.6km,1.09,45.13,40.47,13.94,16.97,5.27,0.22,0.73,0.06,0.65,1.37,2.47,12.42,0.7,2.36,0.7,50%,2.41,83%,90%,7.99,0.08,0.08,0.7,0.03
Int,  ,Abbasse Awounyo,£850K  £2.5M,1.62,121,Turkish Super League,,,,5.79,0.42,165,,,0.05,,0.1,,0.1,0.14,10%,4.14,0.6,20%,2.04,0.42,21%,12,12.1km,1.12,46.72,41.07,13.27,14.99,4.77,0.21,0.7,0.07,0.7,1.05,1.97,12.92,0.74,2.6,0.42,72%,2.56,78%,88%,7.93,0.11,0.07,0.74,0.07
Ret,  ,Robbe Decostere,£12K  £35K,0.9,88,Turkish Super League,,,,4.93,0.86,132,,,0.06,,0.03,,0.03,0.16,0%,2.54,0.26,13%,7.51,0.9,12%,23,12.6km,1.38,43.99,37.11,13.12,20.74,5.01,0,0.19,0,0.71,1.31,2.43,10.24,1.16,2.62,0.6,52%,2.47,87%,84%,10.02,0.07,0.26,1.16,
,  ,Emirhan Başyiğit,£2.9M  £8.6M,1.58,120,Turkish Super League,,,,7.91,0,236,6%,"2,686.00",0.03,,0.06,0.03,0.06,0.1,28%,6,1.01,,0.3,0,0%,0,11.2km,0.27,55.86,50.33,5.43,3.35,4.56,0.2,0.6,0.17,0.54,1.51,1.57,16.02,0.4,1.37,0.8,76%,1.27,79%,90%,3.12,0.27,0.1,0.4,0.07
,  ,Ayberk Kaygısız,£2.5M  £7.6M,1.17,119,Turkish Super League,,,,5.89,0.22,133,7%,"2,032.00",0.11,,0.09,0.04,0.09,0.13,27%,4.03,0.84,10%,2.08,0.22,11%,5,12.8km,1.73,45.58,40.66,16.48,15.9,5.4,0.13,0.66,0.18,0.44,0.84,2.35,11.29,0.62,1.68,0.66,68%,2.13,91%,89%,7.97,0.04,0.13,0.62,0.04
Wnt,  ,Jacob Andersen,£1.8M  £5.4M,1,112,3F Superliga,,,,6.45,0.26,199,,,0.07,,0.06,,0.06,0.12,7%,4.76,0.62,11%,5.12,0.55,11%,8,12.4km,0.84,45.44,38.86,16.04,15.39,5.09,0.19,0.49,0.03,0.68,1.33,1.88,11.38,1.49,2.92,0.52,74%,2.88,75%,86%,9.04,0.19,0.1,1.75,0.03
,  ,Lamare Bogarde,£3M  £8.8M,1.32,119,Turkish Super League,,,,5.33,0.41,221,9%,"3,732.00",0.08,,0.01,0.02,0.01,0.05,9%,3.38,0.43,26%,1.52,0.41,27%,17,12.9km,1.01,50.31,44.4,13.79,11.31,6.15,0.14,0.27,0.02,0.92,1.28,1.88,11.84,1.01,2.65,0.36,63%,2.46,76%,88%,8.71,0.1,0.12,1.06,0.07
,  ,Oliver Sonne,£350K  £1M,0.93,101,3F Superliga,,,,5.69,0.22,154,4%,"2,435.00",0.1,,0.11,0.04,0.11,0.13,17%,3.55,0.44,12%,1.81,0.22,12%,6,12.4km,1.03,45.54,40.84,13.64,12.68,4.44,0.18,0.85,0.15,0.7,1.29,2.22,12.75,0.74,2.33,0.7,62%,2.66,80%,90%,8.24,0.15,0.26,0.74,0.11
Wnt,  ,Dawid Szot,£30K  £90K,1.5,103,Turkish Super League,,,,6.56,0.03,193,,,0.03,,0.06,,0.06,0.14,8%,4.49,0.75,5%,0.58,0.03,6%,1,11.3km,0.24,55.52,50.7,6.12,5.03,4.52,0.14,0.44,0.03,0.31,1.29,1.7,13.29,0.27,1.39,1.05,68%,1.29,76%,91%,3.88,0.31,0.1,0.27,0.03
,  ,Arda Özüarap,£1M  £3.1M,1.91,115,Turkish Super League,,,,5.19,0.31,234,4%,"4,059.00",0.07,,0.07,0.02,0.07,0.12,28%,2.71,0.4,13%,2.24,0.31,14%,14,12.5km,1.77,45.92,40.98,14.06,16.76,4.35,0.18,0.55,0.16,0.71,1.53,2.06,9.87,0.67,2.71,0.27,52%,2.53,81%,89%,8.74,0.11,0.11,0.67,
,  ,Bastian Allgeier,£1.3M  £3.8M,0.96,108,Turkish Super League,,,,5.96,0.58,123,,,0.14,,0.03,,0.03,0.1,33%,3.88,0.58,18%,3.1,0.58,19%,12,11.9km,0.73,44.64,40.13,13.04,14.15,4.56,0.15,0.29,0.1,0.58,1.16,2.37,10.61,0.87,2.62,0.39,65%,3.05,85%,90%,8.38,0.1,0.15,0.87,0.1
,  ,Melih Altıkulaç,Not for Sale,0.96,115,Turkish Super League,,,,3.95,0.34,93,,,0.11,,0,,0,0,,2,0.17,13%,2.51,0.34,14%,8,12.1km,0.76,47.82,42.13,13.25,15.88,6.88,0,,,0.98,1.44,2.29,11,1.36,2.89,0.72,51%,3.53,85%,88%,8.88,0.25,0.21,1.36,0.08
,  ,Deniz Ofli,£180K  £550K,1.25,103,Turkish Super League,,,,6.52,0.59,44,,,0.02,,0,,0,0,,3.71,0.44,30%,1.93,0.59,31%,4,12.1km,1.48,44.63,37.36,13.05,12.9,4.6,0,,,0.3,0.3,4,7.41,0.3,2.22,0.44,57%,2.67,95%,84%,8.01,0.15,,0.3,
,  ,Thomas Simonsen,£4.1M  £12M,1.51,133,3F Superliga,,,,4.65,0.71,178,6%,"3,444.00",0.11,,0.05,0.03,0.05,0.13,38%,0.99,0,22%,3.08,0.71,23%,27,13.0km,1.57,28.82,23.07,16.28,16.65,3.55,0.08,0.42,0.16,0.29,1.02,1.93,5.67,1.46,4.34,0,21%,2.64,75%,80%,13.67,0,0.29,1.46,0.1
Wnt,  ,Zachary Athekame,£6.2M  £18.5M,1.82,133,3F Superliga,,,,4.78,0.4,154,,,0.22,,0.09,,0.09,0.12,21%,2.92,0.4,24%,1.64,0.4,25%,13,12.7km,1.02,48.2,43.2,14.52,11.89,7.29,0.22,0.74,0.16,0.47,0.9,2.36,14.4,0.84,2.61,0.25,61%,2.92,90%,90%,8.22,0.12,0.25,0.84,0.12
Inj,  ,Levent Mercan,£1.5M  £4.5M,1.06,107,Turkish Super League,,,,4.03,0.07,54,,,0.16,,0.02,,0.02,0.1,67%,1.71,0.15,5%,5.89,1.04,18%,1,12.0km,1.12,46.98,40.71,12.83,12.9,6.34,0,0.22,0.15,0.89,1.42,2.61,11.86,1.19,1.34,0.97,43%,1.86,69%,87%,9.4,0.15,0.15,1.19,0.07
